date,temperature,rainfall,humidity
2010-01-01,23.272706299205698,2.861817345756858,40.117151723518525
2010-01-02,22.50841166814298,3.2423526600534256,65.34600400205287
2010-01-03,22.243288059165277,4.4971162954864,54.236861724090765
2010-01-04,26.05955397710198,4.6628182750618725,55.43279090771218
2010-01-05,23.252631953379773,6.731451350741481,84.09060045066664
2010-01-06,23.350160867847,2.2682201118238967,40.62682900690791
2010-01-07,25.632356084853544,6.749425243681997,89.29348478370244
2010-01-08,21.586813274347147,5.2199703615624085,60.36539846540401
2010-01-09,24.99169777333291,3.046466572448246,69.18414928019966
2010-01-10,26.156612363080658,1.650443314722823,84.13326266493863
2010-01-11,25.705738040170097,6.038830779780366,82.30408858413082
2010-01-12,23.421489376261164,4.640782318967598,82.22314597664368
2010-01-13,26.120865510913667,1.3373857760580115,85.60253383992804
2010-01-14,26.63684494705449,8.072306276333224,61.86075587188859
2010-01-15,29.37036956524958,4.155933680089683,77.79498312212063
2010-01-16,23.30714625473637,1.0240366339626683,72.98697775452032
2010-01-17,27.157185054660875,0.9824962921892665,81.64112241906547
2010-01-18,21.79200376860932,7.576993833034384,54.654487441693874
2010-01-19,24.599133298157636,7.292398169378748,81.07373234663936
2010-01-20,27.07395091007582,3.4978346947496064,49.06629209147727
2010-01-21,28.50864861425675,1.4256378790869124,78.44623052866083
2010-01-22,26.62232202353566,2.1362399651961894,42.12930513755518
2010-01-23,27.330414435328308,0.4853512294383635,75.90946989361387
2010-01-24,24.460822239308285,6.221944809471244,74.04695907185696
2010-01-25,25.35729410734736,5.671204912030333,40.56765701860077
2010-01-26,28.3503616493753,0.4431797339141427,51.946067221005535
2010-01-27,28.099285750446377,1.605378916528313,86.17714661028445
2010-01-28,24.320110677214103,0.549804277895397,68.75259917001976
2010-01-29,28.142164472939776,1.5942258554647604,52.91205803106797
2010-01-30,25.686887619160157,3.2591511317007913,57.35497591856661
2010-01-31,24.060588387857777,1.773483981687691,84.74997112363954
2010-02-01,27.09531688822622,3.8523897651088244,70.65985730024758
2010-02-02,25.235432092508685,7.385407639938917,59.18625537833067
2010-02-03,23.592961038527555,1.9442052116444013,42.161986186403986
2010-02-04,26.898418954211436,4.6738528034373275,56.22497546317813
2010-02-05,27.319062601786456,3.599343064524136,46.539062977688324
2010-02-06,24.637461068581704,10.648672769677754,88.058754970776
2010-02-07,27.388075873629134,5.014471552924668,47.183853207843505
2010-02-08,26.786416832166,5.12998785595642,46.809197675019966
2010-02-09,25.6761989030964,10.565072614089267,65.94969441954882
2010-02-10,27.879623385176533,3.6231828273357953,65.47670230883084
2010-02-11,27.33045888016045,1.121061315775714,55.09721898495827
2010-02-12,27.82845106291236,1.4177002798177902,51.343619924083896
